ANO,MES,PAIS_DESTINO,UF_ORIGEM,QUANTIDADE,KG_LIQUIDO,VALOR_USD
2007,3,589,SP,47640,44109703,12858663
2007,3,249,RJ,471464,440993248,141904133
2007,10,249,RJ,217861,199554027,100199591
2007,9,158,RJ,156487,143335505,69753037
2007,8,715,RJ,159145,148259584,61698775
2007,1,815,RJ,216270,189610000,73323744
2007,11,245,RJ,103433,95882798,45963055
2007,1,573,RJ,258278,239960974,75943825
2007,3,190,RJ,154495,144437631,39136418
2007,4,160,RJ,289685,266379079,92453023
2007,2,158,SP,150625,135796322,41167336
2007,11,249,BA,0,9,12
2007,3,249,ND,0,0,5
2007,11,715,RJ,74637,69382403,39341656
2007,7,158,RJ,457675,416791163,180367598
2007,12,249,RJ,386317,360788904,204368442
2007,4,249,ND,2000,2000,24
2007,5,63,RJ,1,40,30
2007,9,160,RJ,270701,251128904,97775703
2007,11,607,BA,149034,138757638,70362485
2007,8,764,SP,2,1,27
2007,1,589,RJ,49055,44542374,15480214
2007,7,275,RJ,97439,90608458,36692128
2007,9,249,ND,0,122,2413
2007,12,607,RJ,159023,147493470,77033815
2007,10,249,RJ,4,3660,2000
2007,4,23,RJ,50183,46720017,14196480
2007,11,160,RJ,297021,276912234,134999767
2007,4,249,RJ,308359,280314931,93664437
2007,10,249,RJ,628121,587272801,282351416
2007,9,249,ND,0,3,36
2007,12,158,RJ,312371,280967703,161005681
2007,12,160,SP,97224,90360185,48318509
2007,11,249,RJ,158472,147363119,75428819
2007,10,628,RJ,10,10,1
2007,5,607,SP,77715,71886651,26635277
2007,8,249,RJ,158900,144006252,63920396
2007,2,59,RJ,0,40,48
2007,9,158,SP,157223,141382662,67757234
2007,5,158,RJ,132134,115829300,48594807
2007,1,275,RJ,161884,147006647,47194446
2007,1,275,RJ,0,460,165
2007,10,573,RJ,158688,147627095,64599198
2007,9,249,RJ,546931,504634632,219734981
2007,6,23,RJ,100476,93462572,33185246
2007,12,158,RJ,61448,57220170,26746664
2007,10,158,RJ,160961,144759085,76382215
2007,12,23,RJ,106376,98827524,51643896
2007,8,589,RJ,63807,58216400,26933846
2007,10,607,RJ,1,40,20
2007,3,158,RJ,105097,92170760,32743237
2007,8,589,RJ,110480,96758680,47048840
2008,4,607,RJ,154896,143883158,79998550
2008,9,160,RJ,267915,250403889,186207600
2008,6,245,RJ,101026,93731807,67121937
2008,12,249,SP,303825,282389593,62652228
2008,2,158,RJ,162787,146382226,82697488
2008,10,137,RJ,376517,5525748,43107282
2008,10,158,RJ,68427,59997270,37570569
2008,10,249,RJ,306428,285634037,165708999
2008,11,249,RJ,456351,423910308,153151457
2008,4,249,ND,0,2,25
2008,2,607,SP,0,40,70
2008,6,715,RJ,300486,277323726,226523266
2008,7,249,RJ,377976,352500054,278772129
2008,6,158,RJ,140695,123164230,91221160
2008,10,607,RJ,150013,139467,104950434
2008,1,249,ND,0,2,60
2008,7,249,RJ,484655,451769085,378978134
2008,12,158,RJ,197027,172437570,58471137
2008,7,275,RJ,146477,135916186,106957930
2008,5,386,RJ,1,80,40
2008,8,715,RJ,386163,360387500,293009791
2008,11,249,RJ,174817,158940042,68043044
2008,9,158,RJ,180099,157773660,100440723
2008,11,815,RJ,74905,65564322,41258763
2008,11,628,RJ,122289,113630497,37597991
2008,5,249,ND,0,31,62
2008,5,573,RJ,111325,103120553,60911605
2008,3,249,ND,4,58,140
2008,11,715,RJ,619074,578010717,305439970
2008,12,715,RJ,165367,154088538,31563358
2008,11,23,RJ,41159,38520984,18805308
2008,9,715,RJ,472933,441094477,331846602
2008,5,249,RJ,774182,724131246,478266440
2008,5,245,RJ,101851,94456217,56771608
2008,11,158,RJ,157367,143030951,51342953
2008,12,245,RJ,120879,112623204,27443957
2008,9,249,RJ,96292,89426385,59555392
2008,3,275,SP,0,40,70
2008,12,715,RJ,775010,720801891,295749519
2008,1,158,RJ,154135,138418837,82821302
2008,8,715,RJ,475399,442695682,387537251
2008,1,137,RJ,279408,41518350,21554407
2008,12,249,RS,720000,106511468,69840000
2008,7,160,RJ,144331,135295452,94152648
2008,7,249,RJ,156695,142341354,118184401
2008,10,249,RJ,143730,131995799,75078315
2008,8,589,RJ,79183,69443685,63955292
2008,4,23,RJ,53115,49316908,7235231
2008,2,249,ND,0,4,20
2008,6,589,RJ,57158,50156750,37059872
2008,8,160,RJ,539002,502542177,371454157
2008,10,715,RJ,145616,136460647,81556832
2008,6,628,ND,0,13,14
2008,6,249,ND,0,73,160
2008,7,249,SP,1,24,48
2008,6,249,RJ,1,30,20
2008,10,628,RJ,28548,2669608,19522348
2008,7,573,RJ,102055,94867587,78644361
2008,6,160,RJ,133919,124879744,91780978
2008,7,249,SP,98575,91516795,75441300
2008,3,715,RJ,296289,276348746,169498557
2008,11,715,RJ,213155,198792460,77976120
2008,8,628,RJ,40032,3683832,28713212
2008,5,715,RJ,282678,264238141,173121209
2008,9,715,RJ,47288,44029908,33923495
2008,11,573,RJ,106309,98944748,49630990
2008,9,158,SP,147164,133507562,100949544
2008,8,23,RJ,39647,37312194,28676301
2008,3,249,RJ,66082,61456347,37419362
2008,5,249,BA,156406,142141330,109237735
2008,2,628,SP,0,20,35
2008,5,158,RJ,239028,212511836,159466706
2008,2,160,RJ,273282,253934071,130871770
2008,7,607,RJ,157828,146211505,114692619
2008,11,249,RJ,151113,140852416,66628328
2008,4,573,RJ,89379,82989216,60039667
2008,8,158,SP,77507,69175086,60837248
2008,8,249,RJ,205864,192843891,128819380
2008,3,815,RJ,187445,164142320,97466047
2008,8,249,RJ,318616,297067747,224867951
2008,12,160,RJ,535166,499851030,168970662
2008,8,158,RJ,157607,143223214,117836290
2008,5,158,RJ,252367,229997707,144138053
2008,6,249,ND,0,1,100
2008,5,23,RJ,51400,48331809,26256356
2008,11,589,RJ,66876,58510060,25427189
2008,1,249,RJ,396398,369785478,193653064
2008,9,187,RJ,0,80,40
2008,11,249,SP,36388,33724716,16899213
2008,7,245,RE,674536,99932631,60451918
2008,5,249,RJ,149087,138069228,84403574
2008,6,249,RJ,864403,808873555,619573204
2008,3,249,RJ,86224,80084691,49128505
2008,7,158,RJ,76134,70439284,53524853
2008,9,249,ND,0,1,200
2008,6,137,RJ,42823,4004411,29310374
2008,1,715,SP,80121,74448473,43854508
2008,5,275,RJ,146089,136411972,77682381
2008,10,158,RJ,278857,251502277,144084912
2008,6,589,SP,63326,55568565,47652719
2008,12,573,RJ,260486,234895802,56519023
2008,6,573,RJ,154493,143338762,109250673
2008,8,573,RJ,99330,92640752,72379224
2008,2,715,RJ,313012,291132268,164068554
2008,5,249,SP,148763,138141305,94028679
2008,12,607,RJ,155658,145555647,41325886
2008,10,160,RJ,536010,499394527,282018041
2008,1,715,RJ,154024,143734867,86918538
2008,3,628,RJ,186272,27874010,14350978
2008,12,361,RJ,149002,140240801,12955866
2008,12,249,RJ,286949,267206198,67367232
2008,2,160,SP,0,40,60
2008,2,249,RJ,307602,284392472,149452940
2008,1,589,RJ,211961,185294660,106311622
2008,9,607,RJ,149119,138218028,83204946
2008,2,361,SP,0,20,35
2008,7,589,RJ,64201,56157190,45822926
2008,8,249,ND,0,0,120
2008,8,158,RJ,69882,61370740,51741624
2008,10,715,RJ,621999,580769641,395313295
2008,10,589,RJ,66784,60760527,34746862
2008,12,158,SP,222831,201231841,118984896
2008,12,158,RJ,165454,150498735,41143083
2008,5,160,RJ,538438,500388388,295380325
2008,10,245,RE,125409,116379731,66697452
2008,9,628,RJ,47712,44257427,25941307
2008,12,23,RJ,39869,37477095,6505384
2008,6,249,SP,226121,208723099,155625870
2008,8,249,RJ,158322,143835864,120497059
2008,1,607,RJ,155409,144327937,80755632
2008,5,249,RJ,13,220,61
2008,5,63,RS,2616,2615717,2275674
2008,2,249,RJ,159514,148364141,79944213
2008,12,249,RJ,274641,252873339,62324063
2008,9,160,SP,143910,133635014,81621820
2008,11,715,RJ,568434,515891038,212820381
2008,9,573,RJ,94223,87391881,51997363
2008,6,249,RJ,149661,138773142,107537322
2008,6,715,RJ,314418,293382129,217152821
2008,12,715,RJ,184326,165184655,44983275
2008,9,23,RJ,94290,87737476,51343728
2008,5,607,RJ,301257,279442323,177807527
2009,7,573,RJ,39871,37439104,15400267
2009,3,607,RJ,152871,142093902,29790519
2009,7,249,ND,0,0,72
2009,12,249,ND,0,0,50
2009,10,715,RJ,562816,524424894,226079643
2009,8,715,RJ,1146327,1069160673,407702634
2009,8,249,ND,0,23,150
2009,11,245,RE,115466,106909878,46227811
2009,3,149,ND,0,0,200
2009,2,158,RJ,157872,143521418,30275252
2009,6,160,RJ,286019,251653850,69288922
2009,7,628,RJ,112297,105447102,43176324
2009,12,249,RJ,158515,146863828,76459701
2009,7,160,RJ,296939,268914433,108383809
2009,6,249,ND,0,6,20
2009,11,63,ND,4,4,80
2009,8,249,RJ,57610,53500540,20757831
2009,2,715,RJ,105428,98458948,14822858
2009,12,249,RJ,20,907,1000
2009,4,160,RJ,276127,258155483,45784984
2009,8,249,RJ,677946,618027886,238159072
2009,8,607,RJ,153383,141863679,59935437
2009,2,589,RJ,110447,96929000,25515627
2009,5,249,RJ,157727,146772471,40366170
2009,7,158,RJ,87020,76185950,34405555
2009,1,158,RJ,78407,70017793,18893417
2009,10,589,RJ,63498,55948210,25406572
2009,7,158,RJ,158618,144883549,61042907
2009,8,160,RJ,310972,281567675,109761434
2009,4,249,RJ,835133,767427350,182431629
2009,10,158,RJ,90588,79671760,36245464
2009,4,249,RJ,99327,90228470,26928909
2009,2,249,RJ,574864,532424691,89470584
2009,5,573,RJ,147459,136940578,42144229
2009,6,249,RJ,300247,282126119,97446001
2009,5,160,RJ,423984,389854323,85180657
2009,5,589,RJ,91637,80522830,25901139
2009,6,275,ND,0,1,400
2009,8,158,RJ,147787,134219727,39710762
2009,10,361,RJ,404858,365496119,165608371
2009,3,245,RE,106643,99252423,21245068
2009,8,361,RJ,305621,277900618,121210160
2009,10,23,RJ,75954,71480476,22659414
2009,10,573,RJ,75954,71480477,35663188
2009,11,249,RJ,619198,564622665,269505277
2009,11,249,RJ,378012,103785623,36448576
2009,4,249,RJ,261315,38634630,6259024
2009,10,607,RJ,152427,142122983,62374922
2009,7,249,RJ,744102,145614892,51539664
2009,5,573,RJ,24721,23084857,7171771
2009,1,158,RJ,138749,121942770,26915474
2009,3,628,RJ,135330,126046431,29091721
2009,6,158,RJ,100492,88182290,33237290
2009,1,65,RJ,154883,144629507,30290476
2009,1,715,RJ,163983,153062188,22854496
2009,1,23,RJ,105090,97632261,33890718
2009,2,23,RJ,83754,78537300,40375970
2009,6,607,RJ,145864,134807960,46906240
2009,2,715,RJ,778279,726285085,116261660
2009,5,249,RJ,980332,155797973,27961487
2009,9,249,RJ,71766,6645178,28914657
2009,7,715,RJ,284967,255244496,83600922
2009,7,715,RJ,770566,718794635,234053394
2009,3,158,RJ,78542,72902786,12980306
2009,10,245,RJ,154816,137074130,61958810
2009,8,160,RJ,56855,53239397,19440644
2009,6,589,RJ,95630,83925700,31629325
2009,12,361,RJ,592735,537746750,256293243
2009,3,160,RJ,144623,134325972,27291057
2009,12,249,RJ,77785,72752063,35211819
2009,12,607,RJ,154211,135089074,72090724
2009,4,245,RE,103204,95349891,24803968
2009,9,160,RJ,603780,550288717,251565351
2009,7,249,RJ,528429,489792217,182928609
2009,6,23,RJ,38278,35549076,6615264
2009,3,715,RJ,317774,296763874,43724066
2009,8,589,RJ,66874,58508040,25513918
2009,1,160,RJ,536308,500660437,90567310
2009,6,245,RE,111304,110940633,41434960
2009,3,249,RJ,300467,281002376,46376966
2009,10,63,ND,8,8,160
2009,10,249,RJ,385073,350686193,146759298
2009,5,715,RJ,442967,397379689,104032229
2009,2,815,RJ,74905,65564322,41258763
2009,9,158,RJ,98453,86511650,42186520
2009,11,589,RJ,92045,80585340,39348518
2009,11,628,RJ,348690,55415046,19781599
2009,1,628,RJ,95564,89166985,14279467
2009,7,715,BA,82171,76172240,28714631
2009,8,628,RJ,38407,35667020,13814484
2009,1,245,RE,105239,97788245,19092137
2009,8,245,RE,116807,108327129,45783315
2009,3,573,RJ,12759,11884142,3420303
2009,12,158,RJ,83743,77578290,37879328
2009,10,249,RJ,454993,424067920,187237420
2009,11,715,RJ,294348,259718518,129736845
2009,11,160,RJ,714291,645614759,293523872
2009,12,573,RJ,116549,109672220,52058216
2009,6,158,RJ,158219,143741841,37504394
2009,7,361,RJ,597300,536787642,200199433
2009,3,158,RJ,76583,67952284,14461250
2009,3,715,RJ,157853,138941853,30156668
2009,8,715,BA,172050,156411921,60367168
2009,7,249,ND,0,0,100
2009,3,249,RJ,156242,146335608,26725309
2009,4,249,RJ,155696,145326810,38505773
2009,6,715,RJ,148565,130796584,37830330
2009,12,158,RJ,154562,135813980,74246977
2009,12,589,RJ,127388,111260730,58001015
2009,9,573,RJ,95686,90002440,37725549
2009,4,158,RJ,482609,45680139,18614717
2009,7,249,RJ,155965,145358998,62913962
2009,12,160,RJ,520175,80468051,37741272
2009,4,65,RJ,57429,50514548,18211746
2009,2,190,RJ,154300,143283130,22409035
2009,2,628,RJ,142747,132583103,26423175
2009,12,715,RJ,321630,299721966,146734249
2009,3,589,RJ,87772,76888180,20726918
2009,12,275,RJ,31895,30013571,14533617
2009,9,715,RJ,250758,234239867,100946389
2009,7,628,RJ,127841,120197741,48700338
2009,11,715,RJ,559192,521999314,229745561
2009,10,715,RJ,209252,184209873,62814710
2009,7,607,RJ,307668,277027058,123643332
2009,4,249,SP,83875,74430464,16295702
2009,5,249,RJ,455928,421837774,112641856
2009,5,715,RJ,154264,143799678,32587595
2009,9,361,RJ,309028,287923156,129405417
2009,8,249,RJ,329780,308276625,131012279
2009,6,249,RJ,302721,282423369,87211233
2009,10,160,RJ,319595,291963604,137151022
2009,8,715,RJ,153675,135249614,54569606
2009,12,160,RJ,145334,136555910,62619004
2009,4,715,RJ,638326,595185030,109320141
2009,5,628,RJ,130641,121992813,37394354
2009,2,573,RJ,338938,315728660,97385646
2009,9,628,RJ,61839,58165524,24653654
2009,9,249,RJ,307337,279486575,119145149
2009,1,715,RJ,537453,492222551,86854470
2009,7,628,ND,4,3,4
2009,6,715,RJ,303500,283700926,68412565
2009,9,628,RJ,84073,7791609,30460207
2009,5,628,RJ,478918,76111470,16790526
2009,5,628,RJ,110473,102585495,26248943
2009,5,607,RJ,155441,145430155,44364325
2009,9,249,ND,4,34,602
2010,11,589,RJ,63915,56124480,30373818
2010,11,245,RJ,108390,100336174,51635769
2010,5,573,RJ,46325,43550292,22280335
2010,6,137,RJ,59689,54979142,25442105
2010,1,361,SP,296772,270028711,134549870
2010,3,607,SP,150323,139003441,67289207
2010,11,137,RJ,44164,44009432,18871379
2010,1,149,ND,0,8,300
2010,7,249,RJ,305419,278813562,133357956
2010,3,249,MA,50337,45424432,22058270
2010,9,158,RJ,152475,135305890,75180941
2010,9,160,RJ,853008,784448326,378187464
2010,12,160,RJ,263239,246630210,128969651
2010,1,158,RJ,66968,58630040,24679036
2010,7,160,RJ,166527,154902420,69613092
2010,10,249,ES,146797,134200080,62041306
2010,12,715,RJ,564294,510727965,272667397
2010,12,815,RJ,79294,69501568,33750593
2010,10,249,RJ,79739,75065824,34808860
2010,5,628,RJ,100371,94358966,48328829
2010,12,628,RJ,153836,142424824,83340172
2010,7,160,RJ,893372,820373673,384583699
2010,9,589,RJ,58759,51343420,26137443
2010,9,137,RJ,557514,53361194,24485001
2010,4,158,RJ,104437,91319,47944076
2010,2,715,RJ,313047,283407013,139253468
2010,5,249,RJ,150446,141705515,66727618
2010,3,249,SP,89914,79906852,39878928
2010,4,97,MG,460,420,519
2010,3,249,ES,208444,188673000,88534829
2010,11,361,RJ,156351,146141488,77186245
2010,1,628,BA,124457,111650759,58652432
2010,5,573,RJ,104122,96645578,52819409
2010,12,249,RJ,1304616,1199374882,591321711
2010,5,149,RJ,128015,116339623,65463832
2010,8,249,ES,1411743,129074370,57964175
2010,2,715,RJ,522805,488416834,235650953
2010,4,160,RJ,596064,542301768,260134444
2010,6,245,RE,108570,100459656,43292099
2010,7,158,RJ,155920,138051724,71269952
2010,3,149,ES,98222,89282340,40702377
2010,10,160,RJ,727675,664254127,339629525
2010,4,249,RJ,471468,439626493,225861254
2010,4,715,RJ,159827,150029651,66671961
2010,9,249,RJ,382982,355940093,172783986
2010,4,573,RJ,127934,116356314,63523228
2010,8,573,ES,14355,13098840,5798700
2010,10,715,RJ,153049,142381516,70371473
2010,6,249,ES,114627,104467720,52453321
2010,7,137,RJ,60034,55681869,25434604
2010,8,23,ES,127335,116194260,51437810
2010,4,245,RJ,95532,88490833,39945302
2010,12,23,RJ,201796,183967067,98152529
2010,6,249,RJ,381316,356223239,166595592
2010,8,160,RJ,278148,254047235,120750114
2010,2,160,RJ,86229,80395850,38064575
2010,11,137,RJ,54683,54409568,26816203
2010,8,83,RJ,75868,66292610,33009149
2010,6,158,RJ,159342,147270253,67169978
2010,5,160,RJ,160945,148590080,75476967
2010,3,715,RJ,624565,582431264,274699006
2010,8,249,RJ,636756,592928551,273223513
2010,11,249,RJ,122648,113493910,56668542
2010,1,160,RJ,993410,157876367,65669180
2010,2,607,RJ,153643,135251665,71426553
2010,9,137,RJ,44164,44009432,16615298
2010,2,158,RJ,63984,56082760,28970240
2010,12,249,RJ,306784,286962993,152301087
2010,11,715,RJ,465517,435174449,203053582
2010,6,160,RJ,880712,815889339,383096937
2010,9,160,RJ,29443,27326920,12562458
2010,4,160,RJ,95090,95090060,44276978
2010,9,249,RJ,1,18,1
2010,4,573,ES,110149,100148160,47306406
2010,3,715,RJ,154651,136324549,70579582
2010,8,149,ES,151800,138790510,61327072
2010,3,23,RJ,126521,114830384,59667034
2010,8,137,RJ,58759,54681468,25283927
2010,2,137,RJ,327416,48762600,21751531
2010,4,249,ES,83488,76075670,35892204
2010,8,249,RJ,444429,413474873,191333805
2010,10,607,RJ,150449,139135397,66720305
2010,8,573,RJ,158835,147176627,69724553
2010,3,158,RJ,162641,151499887,72717575
2010,3,361,RJ,301802,283950809,126940926
2010,5,158,RJ,57623,50236930,28108119
2010,3,245,RJ,151096,132903826,64346023
2010,3,589,RJ,66872,58399280,29069830
2010,2,275,RJ,150638,141855645,66692474
2010,11,160,RJ,569883,524372795,270332134
2010,6,249,RJ,245601,227534358,103659957
2010,5,249,RJ,224573,209307866,110718766
2010,1,249,RJ,148963,140204436,65352129
2010,10,715,RJ,66226,62344889,26948372
2010,8,715,RJ,480962,449217149,201011195
2010,1,249,ND,0,10,70
2010,4,361,RJ,95121,87863120,42438695
2010,9,158,RJ,161534,149645285,74964911
2010,6,361,RJ,296775,276725474,146416730
2010,11,160,RJ,81766,75662610,37727759
2010,11,158,RJ,63801,56171910,30320382
2010,10,573,ES,44251,40427670,20417283
2010,2,160,RJ,595292,541832125,266489465
2010,9,573,RJ,149532,140739340,71531617
2010,5,715,RJ,267316,249461632,124850861
2010,11,249,RJ,157593,146686852,74763257
2010,12,249,ES,43295,39490270,23292761
2010,5,249,ES,61376,55724890,26385992
2010,5,607,RJ,298814,268927598,147673598
2010,3,249,RJ,303357,282302842,138224990
2010,12,160,RJ,63252,58162160,30198678
2010,1,538,RJ,7,6077,3249
2010,3,160,RJ,609169,554474068,280591130
2010,3,160,RJ,111105,110539217,47306350
2010,12,275,RJ,382428,360095353,176123285
2010,2,249,RJ,141091,132822691,65296127
2010,4,249,RJ,299920,282239549,138455172
2010,4,715,RJ,427438,385586075,192776098
2010,9,715,RJ,230312,203083594,106293632
2010,4,245,RJ,154271,137115977,73677169
2010,12,361,RJ,294592,274983223,143935741
2010,6,361,ES,144584,132422970,58593839
2010,7,158,RJ,63817,55833420,27499178
2010,12,158,RJ,210700,192328390,107926276
2010,12,573,RJ,421838,393447432,187659610
2010,11,149,ES,144015,131314990,64371071
2010,1,715,RJ,152963,134515403,65094372
2010,6,715,RJ,309662,289067336,148034524
2010,8,160,RJ,160129,154950706,69084762
2010,1,249,ES,59874,53585970,25318637
2010,9,149,ES,144101,131607460,60829660
2010,4,249,ND,12,6,1200
2010,11,249,RJ,154734,136041988,77982037
2010,10,573,RJ,157598,146250720,71769521
2010,12,158,RJ,792502,720224615,376891954
2010,3,249,ES,75218,66846513,32553720
2010,12,149,RJ,101291,92346640,42150331
2010,12,249,RJ,94403,87243250,45357211
2010,5,399,RJ,152309,134199519,71618951
2010,8,249,RJ,5,5,5
2010,2,249,RJ,312388,292007737,148086052
2010,4,245,RE,18201,18182239,7986755
2010,4,137,RJ,60031,55840882,26631348
2010,1,249,RJ,386958,361487214,164628330
2010,8,715,RJ,156056,137516780,67104947
2010,12,715,RJ,311370,291585302,149281702
2010,3,275,RJ,150285,141463433,69288094
2010,3,249,ND,2003,7,1300
2010,5,361,RJ,777919,711165610,379491219
2010,11,160,RJ,152472,142637341,66627234
2010,1,160,RJ,599153,544555605,269701829
2010,1,715,RJ,317586,296273845,140800155
2010,5,589,RJ,72802,63469730,35512014
2010,8,589,RJ,111605,97396930,48557837
2010,9,23,ES,43170,39436151,21632081
2010,11,573,ES,43275,39432500,21850673
2010,11,573,RJ,158791,147358410,79055453
2010,9,249,RJ,311387,289683538,145185202
2010,5,715,RJ,153863,135476217,73861734
2010,2,245,RE,111353,102890449,43247750
2010,10,137,RJ,57631,53435318,23939689
2010,2,573,RJ,150759,141984699,68166051
2010,5,160,RJ,869551,795381414,414374990
2010,8,158,RJ,155401,137405947,69379203
2010,9,715,RJ,250871,234308071,112758304
2010,2,249,ES,95946,86151550,40511530
2010,8,245,RE,112697,104413994,47666230
2010,12,137,RJ,59926,55497280,28996282
2010,11,361,RJ,302145,282334769,145412685
2010,12,607,RJ,305904,270011117,143188381
2011,3,845,RJ,80623,70982400,48445816
2011,1,607,RJ,150471,139216134,76639169
2011,10,573,ES,46173,42363110,31061699
2011,7,160,RJ,541778,500044783,364500158
2011,10,275,RJ,153008,144010956,103694446
2011,2,158,RJ,254340,228492283,136368019
2011,5,249,ES,151576,138314440,106706578
2011,5,607,RJ,304331,274936515,222701428
2011,4,715,RJ,154475,135799061,108122231
2011,1,160,RJ,286806,259815128,148747881
2011,10,607,RJ,155036,143771034,101115602
2011,9,245,RJ,13509,13210957,8066330
2011,1,245,RJ,100722,100838024,55606830
2011,5,160,RJ,147245,138101359,89508861
2011,8,573,RJ,73338,69311810,44094948
2011,5,589,RJ,74880,65429250,52975078
2011,10,245,RJ,31486,30511700,18774073
2011,10,607,RJ,149823,131829651,104586178
2011,11,160,RJ,579102,524163875,389408922
2011,4,160,RJ,359588,323225260,201552705
2011,7,249,RJ,558365,522564131,366941167
2011,3,160,RJ,882071,815388990,496924521
2011,12,77,RJ,47356,45996342,28152778
2011,3,589,RJ,70659,61592420,42454989
2011,10,158,RJ,162347,151095940,100587671
2011,9,573,RJ,224038,208768878,136780351
2011,9,160,RJ,302901,275602211,209744949
2011,9,361,RJ,593999,557719168,371191674
2011,7,249,ES,47960,43539800,34388502
2011,2,573,RJ,23924,21854528,13945514
2011,2,249,RJ,50259,4662710,25724347
2011,12,249,ES,143400,131009980,91356222
2011,8,245,RJ,103230,95988136,66799067
2011,1,249,ES,82868,75258604,35694880
2011,9,249,ND,59825,58371259,36153869
2011,12,715,RJ,611085,567882257,409292286
2011,8,249,ES,47727,43484550,32158413
2011,5,764,SP,1,1,14
2011,10,160,RJ,579703,531824581,376388047
2011,6,764,SP,1,2,14
2011,3,137,RJ,112699,108041451,59851580
2011,6,249,ES,46416,42216710,36207202
2011,4,607,RJ,143252,132665856,95989489
2011,5,249,RJ,388112,360325925,271016231
2011,12,160,RJ,903819,829869197,589005586
2011,6,249,RJ,375644,350871846,241021580
2011,4,97,MG,0,360,522
2011,7,158,RJ,101022,93596486,65870541
2011,7,137,RJ,121995,113193175,75176769
2011,1,149,ES,297024,270888766,139301128
2011,12,245,RJ,390087,369811443,242124198
2011,8,715,RJ,610580,568228006,403909541
2011,11,249,RJ,706706,661777355,451594936
2011,4,249,RJ,323835,293949120,203204374
2011,11,149,ES,45099,41202880,30229040
2011,2,158,RJ,162421,150629110,87214962
2011,8,158,RJ,173948,157744341,124165117
2011,1,137,RJ,61344,56908837,31314797
2011,9,715,RJ,108492,98983046,78282835
2011,11,158,RJ,323327,296820870,208873024
2011,7,249,RJ,367930,336857835,229763751
2011,7,149,ES,151739,138583100,99356617
2011,4,158,RJ,162727,151043530,105111261
2011,12,538,RJ,44618,41910140,29312190
2011,8,715,CE,37687,34321844,26516411
2011,12,573,RJ,58069,54119953,41745892
2011,9,715,ES,46473,42407058,32002851
2011,5,160,RJ,1077205,981996973,706080976
2011,7,158,RJ,162620,150927420,102629102
2011,1,137,RJ,50422,46707810,25476980
2011,6,715,RJ,152516,141382496,107032749
2011,11,249,RJ,194846,180821745,124714073
2011,11,573,RJ,89965,83627486,57265549
2011,4,158,RJ,348854,311695382,244486129
2011,4,249,RJ,225879,210962440,132449692
2011,12,249,RJ,191780,183307471,121146567
2011,2,715,RJ,315034,294808724,168015294
2011,12,607,RJ,152214,133598307,105029865
2011,3,361,RJ,163470,151847141,96388255
2011,1,249,RJ,502115,461906658,253073306
2011,6,589,RJ,60628,52976200,40107347
2011,6,249,RJ,631414,580862099,429418776
2011,1,160,RJ,42220,3906854,21528961
2011,6,149,ES,151546,137683840,97282354
2011,5,158,RJ,57109,49873090,40402996
2011,7,160,RJ,119218,110357440,72564502
2011,2,764,SP,1,2,14
2011,12,158,RJ,159636,138165197,109318016
2011,9,249,ES,145169,132468000,90528760
2011,7,607,RJ,307874,270651359,219144417
2011,10,361,RJ,302335,282934095,201342694
2011,2,249,RJ,320864,298845730,172268737
2011,3,245,RJ,101266,93853736,63304875
2011,9,249,RJ,267087,257812260,154434111
2011,4,149,ES,154901,141163390,95620751
2011,9,160,RJ,38129,35389420,21897831
2011,4,137,RJ,61105,56717480,37329427
2011,4,573,RJ,144450,136086794,96941042
2011,10,573,RJ,17074,15577377,16061763
2011,7,361,RJ,285058,264647624,188205037
2011,9,275,RJ,151449,142848903,92193084
2011,5,715,RJ,571975,532410740,405027335
2011,2,628,RJ,76937,70281618,44983789
2011,12,249,RJ,649155,604755182,432503135
2011,11,249,ES,144821,132409510,89855296
2011,1,249,RJ,154670,143409860,83661931
2011,2,715,RJ,173869,162879347,89117377
2011,5,158,RJ,155001,136416442,116255195
2011,5,137,RJ,58669,54496607,39956243
2011,5,249,RJ,365608,337095598,268427654
2011,1,628,RJ,61761,5718424,31298567
2011,6,160,RJ,601662,548257503,439113937
2011,4,249,ES,45978,41804080,33280513
2011,8,628,RJ,38143,35253670,24213522
2011,12,158,RJ,68315,59769020,44054838
2011,10,158,RJ,159630,137939390,113597052
2011,9,158,RJ,71755,62699380,46217390
2011,8,249,RJ,149776,140494377,95902013
2011,1,158,RJ,241424,212188621,130261927
2011,10,628,RJ,91061,83079348,56734470
2011,12,589,RJ,71870,62851090,50714625
2011,3,249,ES,144780,131608960,82688079
2011,1,715,RJ,152155,143177716,79737883
2011,8,249,CE,73700,67118276,50839348
2011,12,249,ES,44974,41074890,32439003
2011,5,361,RJ,306259,286170394,221467037
2011,10,160,RJ,28595,26443710,16757584
2011,3,715,RJ,312074,292431265,163605329
2011,5,249,RJ,3,8,3
2011,6,275,RJ,148273,139568965,97459548
2011,2,249,RJ,154976,144840225,83850911
2011,2,628,RJ,33506,3108474,17128556
2011,12,538,RJ,16,12260,16706
2011,10,715,RJ,158408,146922987,104572241
2011,9,249,RJ,1,6,5
2011,8,715,RJ,214957,201647924,139854169
2011,1,628,ES,97224,88599600,44757039
2011,2,361,RJ,402091,375187729,216909953
2011,8,361,RJ,459588,428019152,305117915
2011,10,249,RJ,299412,283307541,183631753
2011,2,249,ES,151879,137940490,79423253
2011,10,65,RJ,101847,94822164,67894546
